STUSAB,COUNTY,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
NM,33.0,4988962636,6093304,Mora,Mora County,A,4189,2866,35.9828413,-104.9218975,06,4189,2867,2020,14,112,16,0,705,1322,1270,19,27,5,0,1197,4,1,0,3,2,0,5,5,1,1,41,19,0,0,0,0,0,10,3,0,5,0,0,1,0,0,0,0,0,0,3,8,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,4189,3301,888,820,764,10,22,14,0,10,68,44,14,10,1,0,12,4,1,0,0,2,0,0,0,0,0,16,12,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3499,2406,1666,13,92,12,0,623,1093,1059,10,27,5,0,1003,4,0,0,3,0,0,5,0,1,1,27,11,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3499,2697,802,753,700,9,22,12,0,10,49,36,9,10,1,0,12,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866,1895,971,7,0,0,0,0,0,7,0,0,7
NM,35.0,17126455954,36944199,Otero,Otero County,A,67839,32210,32.6155988,-105.7513079,06,67839,55420,38167,2662,4981,1056,183,8371,12419,11932,608,1024,539,80,9164,66,62,12,129,11,11,128,31,50,17,450,72,20,1,61,25,2,185,22,38,3,0,0,9,0,3,0,1,6,2,0,30,3,0,16,0,1,1,0,5,1,1,0,1,1,0,0,1,1,0,0,0,0,0,6,6,67839,26152,41687,38926,30931,2299,4173,1001,145,377,2761,2620,493,803,461,61,567,45,62,12,42,6,7,16,26,9,10,129,48,16,1,3,15,2,8,19,12,0,0,0,4,0,1,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,6,6,52218,43635,31028,2084,3422,896,140,6065,8583,8320,278,725,296,52,6642,54,37,4,61,5,8,95,24,31,8,242,50,7,1,21,6,0,110,12,18,0,0,0,9,0,1,0,1,6,0,0,15,3,0,5,0,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,52218,18030,34188,32321,26239,1908,2884,871,121,298,1867,1778,246,609,263,42,456,36,37,4,32,2,5,14,20,4,8,78,39,7,1,2,6,0,8,9,1,0,0,0,4,0,1,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6,32210,25932,6278,3632,1916,1681,60,175,0,1716,0,1565,151
NM,37.0,7443508559,18554572,Quay,Quay County,A,8746,5471,35.1070184,-103.5480713,06,8746,7490,6181,110,137,49,9,1004,1256,1204,32,147,30,2,953,3,1,3,6,0,0,25,1,0,1,43,0,0,1,0,4,0,21,4,6,0,0,0,5,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,2,0,0,0,0,0,8746,3848,4898,4666,4434,89,57,48,2,36,232,220,24,104,29,0,53,3,1,3,1,0,0,1,1,0,0,9,0,0,0,0,4,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6828,5922,4940,74,101,40,9,758,906,872,15,121,7,0,703,0,0,3,1,0,0,20,1,0,1,29,0,0,1,0,4,0,20,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,6828,2717,4111,3943,3762,68,40,40,2,31,168,158,13,99,7,0,33,0,0,3,1,0,0,1,1,0,0,8,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5471,3922,1549,52,42,32,0,10,0,10,10,0,0
NM,39.0,15179593238,91463246,Rio Arriba,Rio Arriba County,A,40363,19545,36.5096687,-106.6939829,06,40363,29822,13865,206,6929,256,13,8553,10541,10221,40,413,52,13,9377,61,5,3,46,10,9,177,3,4,8,304,25,4,0,26,9,3,218,0,5,3,0,0,0,0,5,0,0,4,1,1,15,1,0,7,1,4,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,40363,27159,13204,12662,5945,160,6135,233,5,184,542,500,33,236,48,13,92,43,5,0,2,10,8,5,0,0,5,36,17,2,0,0,9,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31787,23526,11471,162,4893,208,9,6783,8261,8015,29,313,35,13,7422,20,0,0,24,7,7,133,0,4,8,235,16,2,0,19,7,3,175,0,1,3,0,0,0,0,5,0,0,2,1,1,10,1,0,4,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31787,21118,10669,10272,5366,139,4422,190,1,154,397,368,24,189,32,13,70,15,0,0,2,7,7,4,0,0,5,28,11,2,0,0,7,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19545,16122,3423,190,46,41,5,0,0,144,0,0,144
NM,41.0,6335242832,18679734,Roosevelt,Roosevelt County,A,19191,8483,34.0212068,-103.4830039,06,19191,16085,11910,504,244,189,18,3220,3106,3006,126,229,76,9,2487,10,2,1,9,7,3,23,19,5,0,71,10,3,0,8,0,2,26,1,4,4,0,0,7,1,1,1,0,0,3,0,25,9,2,13,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,0,0,0,0,0,19191,8397,10794,10239,9328,443,163,173,18,114,555,517,109,192,64,8,110,4,2,1,0,2,0,6,19,0,0,24,4,3,0,4,0,2,6,1,0,0,0,0,1,1,0,0,0,0,2,0,13,4,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,14440,12257,9203,370,182,146,18,2338,2183,2130,60,189,45,8,1767,7,2,0,3,2,0,23,19,5,0,33,6,0,0,5,0,2,12,1,2,0,0,0,1,1,1,0,0,0,2,0,17,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14440,5768,8672,8267,7575,341,123,131,18,79,405,384,56,166,37,8,86,4,2,0,0,0,0,6,19,0,0,9,0,0,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,0,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8483,7159,1324,1059,192,58,85,49,0,867,800,0,67
NM,43.0,9609358325,10852151,Sandoval,Sandoval County,A,148834,58603,35.6850913,-106.8831191,06,148834,121740,81521,3327,18314,2545,265,15768,27094,25636,867,2346,1087,108,19889,190,66,8,169,77,5,639,79,93,13,1358,165,51,18,138,75,19,625,75,135,23,10,7,5,1,0,0,0,0,4,7,85,9,0,53,4,2,2,14,0,0,1,0,0,0,0,0,14,3,8,0,3,0,0,1,1,148834,57617,91217,86305,63426,2823,16891,2320,166,679,4912,4554,668,1601,885,87,907,156,58,8,40,41,4,11,67,21,0,342,115,47,18,13,40,7,18,67,4,2,5,4,0,0,0,0,0,0,0,2,15,7,0,0,3,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,113956,95102,65508,2431,13057,2008,191,11907,18854,17993,444,1561,554,58,14485,100,41,8,98,35,4,476,59,57,13,797,87,32,4,59,36,2,437,45,55,14,6,4,5,0,0,0,0,0,4,7,51,3,0,36,3,1,1,6,0,0,1,0,0,0,0,0,12,3,7,0,2,0,0,1,1,113956,40291,73665,70417,53535,2213,12125,1879,135,530,3248,3052,385,1146,483,48,723,89,40,8,32,21,4,8,50,15,0,189,64,28,4,10,16,2,16,38,0,2,3,4,0,0,0,0,0,0,0,2,7,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58603,54856,3747,1048,570,106,17,432,15,478,0,0,478
NM,45.0,14289563220,54895407,San Juan,San Juan County,A,121661,47744,36.5116245,-108.3245778,06,121661,110594,50416,714,50021,916,71,8456,11067,10524,389,2826,327,52,6264,243,4,1,51,55,39,247,14,5,7,509,123,5,2,37,37,0,248,11,4,3,5,0,12,1,0,1,7,4,0,9,27,0,3,3,0,1,0,7,9,0,2,0,0,2,0,0,3,0,2,0,0,1,0,4,4,121661,23630,98031,93943,43583,554,48413,872,67,454,4088,3922,313,2342,276,46,609,211,4,1,6,54,34,14,8,2,2,155,83,5,2,4,32,0,2,3,0,1,0,0,6,1,0,0,7,3,0,6,6,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,4,4,89664,82692,39804,504,35457,728,53,6146,6972,6712,156,1699,169,29,4304,127,3,1,25,27,20,133,8,5,6,244,51,2,2,11,13,0,131,10,1,2,0,0,0,1,0,0,7,4,0,9,14,0,3,0,0,1,0,0,8,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,89664,15477,74187,71666,35509,424,34663,695,49,326,2521,2444,142,1477,148,29,464,114,3,1,2,26,15,12,8,2,1,75,34,2,2,4,11,0,2,3,0,0,0,0,0,1,0,0,7,3,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47744,42536,5208,1325,789,385,28,376,0,536,186,0,350
NM,47.0,12228666259,51380263,San Miguel,San Miguel County,A,27201,14768,35.4768585,-104.8035189,06,27201,19121,12382,344,546,156,2,5691,8080,7886,44,254,39,14,7374,2,5,1,32,1,0,88,10,8,14,169,5,3,0,8,1,0,132,6,7,5,0,0,0,0,2,0,0,0,0,0,21,0,2,16,0,0,0,0,2,1,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,27201,20490,6711,6255,5447,264,278,132,2,132,456,431,31,146,35,14,191,0,5,0,2,0,0,0,7,0,0,19,0,3,0,1,0,0,4,6,0,3,0,0,0,0,2,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21911,15656,10189,284,440,132,2,4609,6255,6116,24,194,30,10,5739,2,0,1,19,1,0,66,10,6,14,123,1,3,0,4,1,0,95,5,7,5,0,0,0,0,2,0,0,0,0,0,13,0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,21911,15939,5972,5640,4937,246,228,118,2,109,332,313,17,110,26,10,141,0,0,0,2,0,0,0,7,0,0,17,0,3,0,0,0,0,4,5,0,3,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14768,11351,3417,1056,358,74,0,89,195,698,585,0,113
NM,49.0,4947861287,2643021,Santa Fe,Santa Fe County,A,154823,76877,35.5145309,-105.9639718,06,154823,120728,88915,1412,5558,2367,128,22348,34095,32794,475,1963,852,77,28631,81,15,2,134,22,15,412,35,60,20,1205,134,16,0,80,66,25,744,41,78,11,0,0,2,0,0,1,0,3,0,4,77,2,1,57,3,4,0,4,0,0,5,0,0,1,0,0,19,7,10,2,0,0,0,0,0,154823,74377,80446,76230,67861,1221,3869,2238,72,969,4216,3965,381,1292,757,74,1280,61,15,2,33,19,7,11,26,7,0,229,73,14,0,5,44,19,13,41,14,0,0,0,2,0,0,0,0,0,0,4,17,1,0,7,0,4,0,4,0,0,0,0,0,1,0,0,5,2,1,2,0,0,0,0,0,127850,101633,77295,1151,4127,2001,99,16960,26217,25304,297,1550,517,58,22301,45,8,2,91,15,9,326,30,41,14,839,83,6,0,44,41,20,563,27,46,3,0,0,2,0,0,0,0,0,0,4,57,1,1,43,0,2,0,4,0,0,5,0,0,1,0,0,17,5,10,2,0,0,0,0,0,127850,56077,71773,68513,61748,1051,2965,1912,58,779,3260,3079,258,1088,477,55,1062,40,8,2,26,15,7,11,26,4,0,164,51,6,0,1,32,19,10,27,12,0,0,0,2,0,0,0,0,0,0,4,14,0,0,7,0,2,0,4,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,76877,68020,8857,2646,1614,1294,20,300,0,1032,359,0,673
NM,51.0,10829279105,147645503,Sierra,Sierra County,A,11576,8056,33.1194684,-107.1881612,06,11576,10132,8815,93,241,125,3,855,1444,1396,32,309,24,0,998,9,0,0,0,1,0,17,0,6,0,40,4,0,0,0,2,6,19,1,6,0,0,0,0,0,0,0,0,0,2,0,8,0,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11576,3311,8265,7836,7507,70,106,119,3,31,429,409,32,238,16,0,113,6,0,0,0,0,0,0,0,4,0,17,4,0,0,0,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9795,8703,7669,66,216,97,3,652,1092,1055,17,265,15,0,736,8,0,0,0,1,0,7,0,6,0,32,0,0,0,0,0,6,19,0,6,0,0,0,0,0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9795,2436,7359,6997,6715,55,106,91,3,27,362,352,17,217,13,0,95,6,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056,5741,2315,182,162,0,0,162,0,20,0,0,20
NM,53.0,17214061665,4843011,Socorro,Socorro County,A,16595,7573,33.9916579,-106.9391362,06,16595,13408,8099,176,2185,311,8,2629,3187,3049,79,246,66,13,2510,26,2,2,23,5,0,63,3,11,0,126,11,1,0,12,6,1,76,1,7,0,0,0,9,0,0,0,1,1,0,0,12,0,0,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16595,8353,8242,7806,5361,121,1946,295,8,75,436,416,51,171,50,12,100,13,0,2,3,5,0,2,2,5,0,16,10,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13075,10668,6699,123,1540,272,8,2026,2407,2322,42,192,49,11,1957,7,2,2,20,1,0,29,3,7,0,76,7,0,0,3,3,0,54,0,7,0,0,0,0,0,0,0,1,1,0,0,9,0,0,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13075,6175,6900,6554,4740,99,1388,263,8,56,346,332,41,139,42,11,88,1,0,2,3,1,0,1,2,1,0,10,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7573,6471,1102,847,146,77,17,52,0,701,661,0,40
NM,55.0,5704119616,3383128,Taos,Taos County,A,34489,20904,36.5771832,-105.6388781,06,34489,26901,19084,173,2289,210,15,5130,7588,7244,127,566,110,17,6230,19,0,0,15,1,2,117,16,18,6,327,28,8,1,13,1,5,227,6,23,2,0,1,1,0,4,0,1,6,0,0,11,2,0,1,0,0,0,6,1,0,0,0,0,0,0,1,3,0,0,2,0,0,1,3,3,34489,17430,17059,16140,13706,130,1830,196,4,274,919,867,101,333,108,17,251,19,0,0,8,1,2,6,16,2,3,44,14,8,1,3,0,5,0,6,5,0,0,0,1,0,0,0,1,0,0,0,7,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,28445,22592,16445,127,1733,179,8,4100,5853,5634,89,390,68,9,4942,10,0,0,12,0,0,91,16,7,0,210,5,8,0,13,0,2,157,0,13,2,0,0,1,0,4,0,1,4,0,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,3,28445,13416,15029,14323,12360,104,1449,169,4,237,706,679,76,273,68,9,213,10,0,0,8,0,0,6,16,0,0,24,5,8,0,3,0,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20904,15747,5157,258,177,55,13,109,0,81,0,0,81
NM,57.0,8664061384,2316559,Torrance,Torrance County,A,15045,7169,34.5549784,-105.8905574,06,15045,12718,9801,133,387,54,11,2332,2327,2208,65,310,61,20,1692,2,0,0,8,3,0,41,0,6,0,103,17,6,0,18,1,0,58,0,2,0,0,0,0,0,0,0,0,1,0,0,13,3,0,0,2,0,1,0,1,0,2,0,0,0,0,4,3,0,0,3,0,0,0,0,0,15045,6265,8780,8262,7761,121,237,51,2,90,518,479,54,230,41,18,124,2,0,0,6,0,0,4,0,0,0,29,17,5,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11933,10252,7937,104,305,50,3,1853,1681,1605,29,242,39,13,1252,0,0,0,5,0,0,25,0,0,0,63,9,4,0,6,1,0,41,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,3,0,0,3,0,0,0,0,0,11933,4521,7412,7016,6596,95,193,47,2,83,396,367,28,198,30,13,95,0,0,0,3,0,0,0,0,0,0,19,9,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7169,5953,1216,303,262,262,0,0,0,41,0,0,41
NM,59.0,9906834380,15498790,Union,Union County,A,4079,2077,36.4880853,-103.4757229,06,4079,3241,2712,66,84,7,4,368,838,792,16,71,3,3,673,1,1,2,9,4,0,6,1,2,0,34,1,6,0,4,0,0,5,4,7,0,0,2,2,0,0,0,0,0,0,3,12,1,0,3,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,1596,2483,2381,2234,65,57,6,4,15,102,87,12,41,3,0,25,0,1,2,0,2,0,0,1,0,0,12,1,6,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260,2584,2159,60,66,6,4,289,676,645,7,54,3,0,559,1,1,2,9,0,0,6,1,2,0,20,0,6,0,0,0,0,5,2,0,0,0,2,2,0,0,0,0,0,0,3,11,1,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260,1236,2024,1943,1814,59,49,6,4,11,81,67,7,31,3,0,22,0,1,2,0,0,0,0,1,0,0,11,0,6,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,1552,525,454,454,409,0,45,0,0,0,0,0
NM,61.0,2762854193,2760089,Valencia,Valencia County,A,76205,29929,34.7168404,-106.8065821,06,76205,58395,39446,973,3253,446,58,14219,17810,17240,304,1215,296,28,14918,31,5,2,118,17,7,214,25,52,8,530,37,10,0,69,30,0,316,14,42,4,0,1,1,4,0,0,0,2,0,0,37,6,4,17,0,0,2,1,1,0,3,3,0,0,0,0,3,1,1,1,0,0,0,0,0,76205,45775,30430,28571,24651,747,2353,341,32,447,1859,1761,235,758,201,19,450,16,5,2,24,15,3,12,18,2,1,88,28,6,0,8,7,0,12,14,5,3,0,1,0,4,0,0,0,0,0,0,9,0,4,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,58139,45227,31206,732,2364,356,48,10521,12912,12542,147,839,178,27,11031,26,2,0,61,12,0,158,24,34,3,342,26,2,0,29,13,0,222,9,32,3,0,0,0,4,0,0,0,2,0,0,25,6,0,12,0,0,2,0,1,0,3,1,0,0,0,0,3,1,1,1,0,0,0,0,0,58139,32752,25387,24045,20998,618,1794,293,28,314,1342,1269,130,581,130,19,333,16,2,0,18,10,0,9,18,2,1,70,26,2,0,8,3,0,11,9,4,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,29929,27756,2173,2004,1102,942,33,127,0,902,0,0,902
NY,1.0,1354273421,26971925,Albany,Albany County,A,314848,146131,42.5882401,-73.9740095,06,314848,293076,215496,43206,845,24473,183,8873,21772,20193,4611,2945,2493,70,7332,561,193,37,1633,25,3,97,54,94,45,1410,525,126,16,355,26,4,172,54,42,5,9,0,37,0,13,9,8,7,2,0,143,27,16,84,0,2,6,2,1,0,0,0,1,0,0,4,24,20,4,0,0,0,0,2,2,314848,21595,293253,278406,210895,40667,494,24363,166,1821,14847,13967,4100,2792,2427,65,3008,503,181,37,689,22,2,4,49,75,13,807,424,110,14,105,26,4,14,47,18,0,6,0,12,0,11,4,5,7,0,0,60,27,14,14,0,1,0,2,1,0,0,0,1,0,0,0,13,9,4,0,0,0,0,0,0,255875,241725,183252,32026,663,18837,131,6816,14150,13246,2156,2296,1305,50,5386,448,123,29,1219,21,1,78,48,54,32,804,296,57,8,198,13,3,110,33,26,1,9,0,29,0,12,4,3,0,2,0,90,21,5,59,0,2,0,2,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,255875,15425,240450,231023,179885,30538,393,18752,116,1339,9427,8933,1960,2208,1272,45,2223,408,118,29,558,18,0,3,43,44,4,455,239,46,8,60,13,3,14,32,10,0,6,0,9,0,11,4,0,0,0,0,35,21,5,5,0,1,0,2,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,146131,132812,13319,16723,2716,303,186,2048,179,14007,11185,0,2822
NY,3.0,2666225086,12989848,Allegany,Allegany County,A,46456,23454,42.2478532,-78.0261531,06,46456,44541,42555,829,91,379,9,678,1915,1824,220,693,138,17,661,12,8,0,30,8,0,0,32,1,4,82,20,7,0,4,5,1,18,10,7,0,1,0,5,0,2,0,0,0,0,2,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46456,965,45491,43824,42327,809,91,373,6,218,1667,1606,218,680,131,17,485,9,8,0,15,8,0,0,32,1,2,55,20,6,0,3,5,1,4,9,3,0,0,0,0,0,2,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,36863,35582,33800,765,77,336,9,595,1281,1217,82,482,66,13,496,11,5,0,23,8,0,0,30,1,0,58,17,6,0,2,2,0,11,10,3,0,1,0,3,0,1,0,0,0,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,36863,725,36138,35007,33674,748,77,330,6,172,1131,1081,82,482,64,13,374,9,5,0,13,8,0,0,30,1,0,45,17,6,0,1,2,0,4,9,3,0,0,0,0,0,1,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,23454,17668,5786,4502,544,78,0,466,0,3958,3808,0,150
